id,n_tokens_title,n_tokens_content,n_unique_tokens,n_non_stop_words,n_non_stop_unique_tokens,num_hrefs,num_self_hrefs,num_imgs,num_videos,average_token_length,num_keywords,kw_min_min,kw_max_min,kw_avg_min,kw_min_max,kw_max_max,kw_avg_max,kw_min_avg,kw_max_avg,kw_avg_avg,self_reference_min_shares,self_reference_max_shares,self_reference_avg_sharess,LDA_00,LDA_01,LDA_02,LDA_03,LDA_04,global_subjectivity,global_sentiment_polarity,global_rate_positive_words,global_rate_negative_words,rate_positive_words,rate_negative_words,avg_positive_polarity,min_positive_polarity,max_positive_polarity,avg_negative_polarity,min_negative_polarity,max_negative_polarity,title_subjectivity,title_sentiment_polarity,abs_title_subjectivity,abs_title_sentiment_polarity,data_channel,weekday,shares,y
34391,11.0,354.0,0.558823527768,0.999999995556,0.666666663704,10.0,2.0,1.0,1.0,,7.0,-1.0,0.0,-1.0,7700.0,843300.0,338271.428571,2506.33333333,,3158.71685301,8200.0,8200.0,8200.0,0.028607577782,0.0285720909272,0.0285783402694,0.0285714864199,0.885670504601,0.424750512645,0.0440786625655,0.0225988700565,0.0254237288136,0.470588235294,0.529411764706,0.315706168831,0.1,,,-0.3,-0.05,0.0,0.0,0.5,0.0,Tech,Tuesday,17600,1
8615,9.0,202.0,0.60396039305,0.999999992063,0.730158724364,7.0,1.0,0.0,0.0,,6.0,4.0,1600.0,529.2,,690400.0,,0.0,3979.30412371,2608.76061131,1400.0,1400.0,1400.0,0.188376306582,,0.0345275732418,0.0336580810132,0.0351536088995,0.402005012531,0.0612781954887,0.0445544554455,0.0247524752475,,0.357142857143,0.329365079365,0.1,0.5,,-0.4,,0.4,-0.4,0.1,0.4,Entertainment,Sunday,5100,1
5038,11.0,464.0,0.554809842159,0.99999999631,0.708487082257,18.0,3.0,,1.0,4.58189655172,8.0,4.0,890.0,171.714285714,0.0,843300.0,,0.0,6481.04276986,3541.00845955,2400.0,17300.0,9850.0,0.0250012591268,0.0252284194148,0.0250005035309,0.899769230011,0.0250005879164,0.520515410515,0.13437969438,0.0538793103448,0.0129310344828,0.806451612903,0.193548387097,0.355854545455,,1.0,-0.442592592593,-0.7,-0.155555555556,0.0,0.0,0.5,,Lifestyle,Monday,1300,0
21956,11.0,865.0,0.408401399757,0.999999997921,0.598752597508,10.0,4.0,,,4.25895953757,9.0,4.0,309.0,112.125,0.0,,201066.666667,0.0,,3347.1426349,2500.0,2500.0,2500.0,0.0225592886823,0.0222447827184,0.0222361439804,0.144654851391,0.788304933228,0.529700823167,0.226757018234,0.0670520231214,0.0150289017341,0.816901408451,0.183098591549,0.403479997014,0.05,,-0.24594017094,-0.6,-0.05,0.75,,0.25,0.55,Tech,,804,0
21110,11.0,209.0,0.6195121921,0.999999992308,0.723076917515,,,8.0,0.0,4.5023923445,7.0,,1300.0,269.084285714,2200.0,843300.0,295671.428571,1750.0,7453.69190476,4606.59957038,4200.0,4200.0,4200.0,0.171466981498,0.0286606380747,0.0286827255864,,0.0286961073249,,0.117105263158,0.0574162679426,0.0334928229665,0.631578947368,0.368421052632,0.425,0.1,1.0,-0.289285714286,-0.6,-0.1,0.766666666667,0.166666666667,,,Lifestyle,Thursday,495,0
7673,11.0,1618.0,0.464376590035,0.99999999897,0.660144180577,24.0,3.0,2.0,25.0,4.6804697157,,-1.0,4.0,0.25,210300.0,843300.0,584475.0,,5933.60884114,3880.83950826,1900.0,36700.0,14333.3333333,0.0500033450332,0.0522454579143,0.0501479946459,0.797603166612,0.050000035795,0.440247311828,0.00027461248429,0.0426452410383,0.0346106304079,0.552,0.448,0.396293211619,0.05,1.0,,-1.0,-0.05,0.7,-0.4,0.2,0.4,Entertainment,Tuesday,8000,1
12600,11.0,281.0,0.644927533895,0.999999993631,0.777070058745,4.0,1.0,0.0,0.0,4.55516014235,10.0,4.0,1100.0,247.25,0.0,843300.0,,0.0,3590.97674419,2045.18337976,6500.0,6500.0,6500.0,0.146222786585,0.0200860054987,0.350334902694,0.0200125958142,0.463343709408,,0.197767857143,0.0604982206406,0.0106761565836,0.85,0.15,0.376470588235,0.1,0.7,-0.2875,-0.625,,0.288888888889,-0.155555555556,0.211111111111,0.155555555556,Tech,Sunday,4400,1
17267,8.0,817.0,0.49624999938,0.999999998092,0.641221372822,39.0,1.0,16.0,0.0,4.90697674419,,,1400.0,358.459,1400.0,843300.0,312140.0,1400.0,5145.31055896,3631.05268447,2700.0,2700.0,2700.0,0.480788596298,0.0200140078793,0.0200060200375,0.0200310217857,0.459160354,0.525454868515,0.219179104478,0.0501835985312,,0.745454545455,0.254545454545,0.466504065041,0.1,1.0,-0.245238095238,-0.8,-0.15,1.0,0.5,0.5,,Business,Sunday,4500,1
20956,7.0,572.0,0.464788731576,0.999999996904,0.647058821526,2.0,1.0,1.0,0.0,4.22027972028,6.0,4.0,902.0,423.5,0.0,617900.0,122616.666667,0.0,,,1200.0,1200.0,1200.0,0.655544328606,0.033342420675,0.243217007611,0.033451611758,0.0344446313496,0.415063795853,,0.0384615384615,0.0122377622378,0.758620689655,0.241379310345,0.361019283747,0.1,1.0,,-0.6,-0.125,0.0,0.0,0.5,0.0,Lifestyle,Wednesday,1200,0
18138,14.0,333.0,0.64848484652,0.999999995025,0.850746264424,5.0,3.0,0.0,2.0,4.60660660661,10.0,4.0,,158.6,0.0,843300.0,210960.0,0.0,4594.52613828,1652.14360396,,5900.0,3450.0,0.547061598624,0.39268339778,0.020003332485,0.0202352872656,0.0200163838456,0.451665001665,0.149256299256,0.048048048048,0.024024024024,0.666666666667,0.333333333333,0.40119047619,0.1,0.9,-0.261698717949,-0.5,-0.0769230769231,0.4,-0.4,,0.4,Entertainment,Tuesday,783,0
8261,,664.0,0.551359515783,0.999999997312,0.793010750556,7.0,2.0,,0.0,,6.0,,410.0,212.333333333,,690400.0,371200.0,3214.5529082,4750.49881797,3742.64669075,2500.0,9800.0,6150.0,0.866318834379,0.0333607632935,0.0333840153378,0.0334183063323,0.0335180806578,0.508716826652,,0.0376506024096,0.0225903614458,0.625,0.375,0.339573593074,0.0333333333333,1.0,-0.269259259259,-0.8,-0.1,0.0666666666667,0.0333333333333,,0.0333333333333,Business,Tuesday,1600,1
19883,14.0,777.0,,0.999999997579,0.677966100053,3.0,1.0,4.0,,4.69369369369,5.0,-1.0,,917.2,3900.0,843300.0,212100.0,1976.2,,2784.33760291,,1900.0,1900.0,0.0400044593525,0.0400038995211,0.439566161721,,0.440423106472,,,,0.024453024453,0.677966101695,0.322033898305,,0.05,0.8,-0.317136591479,-1.0,-0.0714285714286,0.166666666667,-0.166666666667,0.333333333333,0.166666666667,World,Wednesday,550,0
36491,11.0,307.0,,0.999999994152,0.754385960501,,0.0,1.0,2.0,4.30293159609,,,,174.4,2600.0,843300.0,,1739.66666667,4560.24896266,3388.33458013,0.0,0.0,0.0,0.0400008366628,0.839600099364,0.040000330754,0.0403983144772,0.0400004187425,0.466698086859,0.23195899083,0.0651465798046,0.0228013029316,0.740740740741,0.259259259259,0.456341991342,0.1,1.0,-0.262301587302,-0.388888888889,-0.125,0.4,-0.2,0.1,0.2,Entertainment,Thursday,1400,0
20586,8.0,525.0,0.547430828958,0.999999997015,0.695522385984,20.0,,1.0,10.0,4.95428571429,10.0,-1.0,533.0,190.777777778,0.0,843300.0,199040.0,0.0,4169.71367884,,1700.0,15000.0,8350.0,0.0200825522344,0.0200032419691,0.487826532254,0.0200125718008,0.452075101742,0.548603896104,0.117104978355,0.032380952381,0.0133333333333,0.708333333333,0.291666666667,0.368420550038,0.05,0.8,-0.575,-1.0,-0.125,0.0,0.0,0.5,0.0,World,Monday,8500,1
24204,10.0,411.0,0.515892419277,0.999999995495,0.738738735411,4.0,2.0,1.0,0.0,4.900243309,10.0,4.0,,1056.9,,690400.0,103460.0,2621.3869969,6600.0,4207.17008931,7600.0,7600.0,7600.0,0.0201690983202,0.120527395624,0.0200533966037,0.0200305885569,,0.463793103448,0.0620689655172,0.0243309002433,0.014598540146,0.625,0.375,0.336666666667,0.1,0.55,,-0.5,,0.0,0.0,0.5,0.0,Tech,Friday,1500,1
5935,9.0,,0.602836875157,0.999999988764,0.696629205656,4.0,3.0,1.0,0.0,4.06622516556,5.0,4.0,342.0,249.4,2400.0,617900.0,201320.0,1371.0,3350.98800738,,342.0,1500.0,921.0,0.0400017315932,0.0400021676209,0.0400015178571,0.0400011150098,0.839993467919,0.498214285714,0.125,0.046357615894,,0.875,,0.267857142857,,,-0.125,-0.125,-0.125,0.4,0.4,0.1,0.4,Tech,Thursday,1700,1
3135,14.0,,0.0,0.0,,,0.0,,,0.0,7.0,-1.0,426.0,115.857142857,2100.0,843300.0,,1128.83333333,,4851.50631688,,0.0,0.0,0.0285726675185,0.0285857171785,0.170265866605,0.74400372467,0.0285720240284,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.483333333333,-0.25,,0.25,Lifestyle,Friday,10200,1
22007,10.0,191.0,0.675392666621,0.99999999187,0.853658529645,4.0,3.0,0.0,1.0,4.60732984293,6.0,4.0,25700.0,4569.16666667,2900.0,,490516.666667,2050.0,25700.0,7469.47567401,3700.0,25700.0,16500.0,0.700487756868,0.199509873552,0.0333341409607,0.0333341419289,0.0333340866896,0.236245265152,0.0670454545455,0.0314136125654,0.00523560209424,0.857142857143,0.142857142857,0.195454545455,0.1,0.35,-0.1,-0.1,-0.1,0.45,0.4,0.05,,Business,Monday,20300,1
25887,10.0,577.0,0.504409170186,0.999999997118,0.654178672466,12.0,0.0,1.0,0.0,4.9705372617,8.0,-1.0,1100.0,311.571428571,0.0,843300.0,223662.5,0.0,,2381.72104305,0.0,0.0,0.0,0.169296750179,0.282244946655,0.375757077933,0.14769718851,0.0250040367242,0.34313934365,0.117128279883,0.0398613518198,0.0138648180243,0.741935483871,0.258064516129,0.342419536985,0.1,0.5,-0.2734375,-0.5,-0.1,,0.0,0.5,0.0,World,Thursday,1300,0
3461,12.0,422.0,0.567567566173,0.999999995868,0.768595038146,5.0,1.0,1.0,0.0,,2.0,-1.0,0.0,-1.0,47400.0,843300.0,445350.0,3590.51314393,3967.11290323,3778.81302358,0.0,0.0,0.0,0.100000438074,,0.100000205126,0.100000223659,0.102992536382,0.52911731874,0.183908151597,0.0805687203791,0.0284360189573,0.739130434783,0.260869565217,0.421410746117,0.0333333333333,0.8,-0.307986111111,,-0.05,0.0,0.0,0.5,0.0,Social Media,Tuesday,930,0
38502,7.0,631.0,0.503999999194,0.999999997253,0.697802195885,,,1.0,0.0,4.81933438986,10.0,-1.0,502.0,158.6,,843300.0,196920.0,1019.85714286,3880.06601467,2691.42968763,1500.0,2300.0,1925.0,0.0201662323715,,0.813556554368,0.0202889840544,0.125986514571,0.504432830043,0.0723674022455,0.0332805071315,0.0190174326466,0.636363636364,0.363636363636,0.349603174603,0.1,0.8,-0.290740740741,-0.7,-0.1,,0.1,0.1,0.1,World,Thursday,10700,1
34976,11.0,3125.0,0.304194684501,0.99999999942,0.497099767693,13.0,0.0,1.0,0.0,,10.0,4.0,441.0,125.8,7200.0,843300.0,266900.0,1268.0,5217.56363636,2580.26814328,0.0,0.0,0.0,0.0200075160238,,0.821060041409,0.0200001003347,0.118931752421,0.438404697901,0.118254462831,0.04768,0.01792,0.726829268293,,0.369743092478,0.0333333333333,0.9,,-0.7,-0.05,0.2,0.3,0.3,0.3,World,Thursday,1600,1
38603,11.0,1667.0,0.414765906114,0.999999998968,0.619195045801,18.0,0.0,,0.0,4.66166766647,,-1.0,1100.0,243.5,334.0,843300.0,266082.4,334.0,4274.59240821,2548.19979913,0.0,0.0,0.0,0.918801886631,0.020003753149,0.0200303295835,,0.0211521036268,0.463261713776,0.079329004329,0.0407918416317,0.0209958008398,0.660194174757,0.339805825243,0.321245543672,0.05,1.0,-0.257976190476,-0.666666666667,-0.1,0.0,0.0,0.5,0.0,Business,Wednesday,1300,0
28261,6.0,812.0,0.466921118999,0.999999997984,,,11.0,11.0,0.0,4.38916256158,6.0,4.0,1300.0,274.166666667,3500.0,843300.0,234983.333333,1975.0,4100.52462527,2954.66977303,986.0,9700.0,3546.5,0.0335890997182,,0.033353073991,0.0333905061681,0.866296332042,0.491249298541,0.209006734007,0.0615763546798,0.012315270936,0.833333333333,0.166666666667,0.382303030303,0.1,1.0,-0.346666666667,-1.0,-0.1,0.5,0.5,0.0,0.5,Tech,Saturday,4300,1
28153,13.0,406.0,0.552238804596,,0.71485943488,7.0,1.0,3.0,,5.14778325123,7.0,-1.0,595.0,182.5,0.0,,217657.142857,0.0,3447.58583562,2175.28326381,1100.0,1100.0,1100.0,0.0285754474279,,0.743978895774,0.0285736820575,,0.359068627451,-0.0928921568627,0.0172413793103,0.0394088669951,0.304347826087,0.695652173913,0.357142857143,0.1,0.8,-0.306770833333,-0.8,-0.05,1.0,0.0,0.5,0.0,World,Monday,848,0
28287,8.0,325.0,0.66461538257,0.999999995327,0.799065416827,6.0,3.0,,0.0,5.09230769231,,217.0,1200.0,466.714285714,11800.0,617900.0,125114.285714,2793.30526316,4050.10958904,3326.92859813,3800.0,3800.0,,0.882392340213,0.029394767922,0.0286612128309,0.0294337400296,0.0301179390046,0.422748068925,0.116200237671,0.0584615384615,0.0246153846154,0.703703703704,0.296296296296,0.297703349282,0.0333333333333,0.6,-0.313194444444,-0.7,,0.0,0.0,,,Lifestyle,Tuesday,1900,1
31502,10.0,498.0,,0.999999996795,0.77243589496,7.0,7.0,1.0,1.0,4.67871485944,8.0,4.0,755.0,281.571428571,0.0,843300.0,,0.0,3572.90268886,2451.85192859,,4600.0,1947.57142857,0.0252794932763,0.271915024337,,0.156582436612,0.521156379787,0.402010753796,0.0990650553151,0.0381526104418,,0.730769230769,0.269230769231,0.351016746411,,1.0,-0.224603174603,-0.5,,0.0,0.0,0.5,0.0,Lifestyle,Friday,835,0
32656,7.0,418.0,,0.999999995885,0.707818927128,17.0,3.0,11.0,0.0,4.35885167464,8.0,-1.0,,390.5,18200.0,843300.0,299825.0,3489.69872406,22030.6666667,7276.46656647,1600.0,1600.0,,0.0250012730008,0.0253206232064,0.0250676445374,0.538981442529,,0.55632183908,0.195114942529,0.0478468899522,0.0143540669856,0.769230769231,0.230769230769,0.431666666667,0.1,1.0,-0.383333333333,-0.6,-0.1,0.0,,0.5,0.0,Lifestyle,Wednesday,2300,1
13107,9.0,232.0,0.543689317749,0.999999992647,0.602941172037,26.0,1.0,24.0,,5.34482758621,6.0,-1.0,1200.0,281.833333333,13000.0,843300.0,374233.333333,3485.15447195,7536.21692491,4902.43952824,9900.0,9900.0,9900.0,0.0333335882162,0.0333837512032,0.0333334491516,0.866609130444,0.033340080985,0.465238095238,0.162738095238,0.0258620689655,0.00862068965517,0.75,0.25,0.368452380952,0.2,0.5,-0.291666666667,-0.333333333333,-0.25,0.535714285714,0.285714285714,0.0357142857143,0.285714285714,,Monday,2200,1
25211,14.0,1104.0,0.405810683781,0.999999998808,0.46126340827,6.0,5.0,36.0,,4.82065217391,10.0,-1.0,616.0,276.444444444,0.0,843300.0,205270.0,0.0,5387.76162791,2735.91115028,1200.0,2500.0,1850.0,0.0200040308703,0.182821292536,0.243072921589,0.534100003127,,0.305718694885,0.0654717813051,0.0235507246377,0.0117753623188,0.666666666667,,0.377197802198,0.1,0.8,-0.248076923077,-0.6,-0.1,,0.0,0.15,,Entertainment,Sunday,1000,0
8481,8.0,263.0,0.590361443412,0.999999993464,0.718954243667,5.0,3.0,3.0,0.0,4.43346007605,9.0,-1.0,1800.0,288.444444444,1800.0,843300.0,287611.111111,1800.0,5395.4039759,3019.08729943,10200.0,10200.0,,0.252855042189,0.0222259623604,0.0222231474889,,0.578991087863,0.309011164274,0.108931419458,0.0342205323194,0.0114068441065,0.75,0.25,0.318855218855,0.1,0.5,-0.216666666667,-0.25,-0.15,0.0,0.0,0.5,0.0,Business,Monday,1200,0
28738,12.0,1024.0,0.535889871646,,0.771004941069,2.0,2.0,3.0,0.0,,6.0,-1.0,826.0,267.6,0.0,843300.0,228950.0,0.0,7162.03603604,3169.81688159,1100.0,,,0.0333339140931,0.866481041829,0.0333335491374,0.0335178742495,0.033333620691,,-0.0330193140193,0.02734375,0.0263671875,0.509090909091,0.490909090909,0.343645640074,,1.0,-0.495061728395,,-0.05,0.0,0.0,0.5,0.0,Entertainment,Monday,1100,0
8847,8.0,454.0,0.581858405792,0.999999996,,6.0,4.0,0.0,1.0,4.65859030837,,4.0,791.0,223.222222222,2400.0,843300.0,426766.666667,1372.5625,,3206.91968956,3500.0,3500.0,,0.581822792567,0.022386439669,0.0222342959804,0.240259517689,,0.511427831428,-0.0422332297332,0.0396475770925,0.0374449339207,0.514285714286,,0.365909090909,,0.8,-0.475245098039,-1.0,-0.1,1.0,-1.0,0.5,1.0,,Friday,1900,1
1057,11.0,244.0,0.641350208264,0.999999993007,0.811188805516,,1.0,2.0,0.0,4.81557377049,10.0,,1000.0,278.0,,843300.0,278750.0,0.0,7973.58536585,4227.41426338,9100.0,9100.0,,0.0200044061346,0.126785064656,0.226718907413,0.440605412476,0.18588620932,,-0.0322775263952,0.0327868852459,0.0204918032787,0.615384615385,0.384615384615,0.397916666667,0.05,0.733333333333,-0.683333333333,,-0.166666666667,0.0,,0.5,0.0,Lifestyle,Wednesday,15000,1
32655,11.0,847.0,0.480440097212,,,31.0,5.0,0.0,21.0,4.87367178276,7.0,,708.0,160.227142857,6700.0,843300.0,427742.857143,1893.4,7301.08440569,4218.12334354,1800.0,12100.0,5266.66666667,0.0285716920845,0.0289736621454,0.0285718696486,0.885311195084,0.0285715810378,0.539250541126,0.172472267316,0.0661157024793,0.0153482880756,0.811594202899,0.188405797101,,0.05,1.0,-0.396474358974,-0.8,-0.0666666666667,0.0,0.0,0.5,0.0,Entertainment,Monday,1100,0
8405,12.0,455.0,0.571106093519,0.99999999635,0.729927004635,7.0,3.0,1.0,1.0,4.7956043956,9.0,-1.0,731.0,183.142857143,0.0,843300.0,246644.444444,0.0,3573.28211758,1533.35755826,751.0,4700.0,2099.66666667,0.0222244548515,0.0222246277655,0.911057400241,0.022269739397,0.0222237777445,,0.039008885851,0.021978021978,0.0131868131868,,0.375,0.244116883117,0.136363636364,,-0.183333333333,-0.5,-0.1,0.0,0.0,0.5,0.0,World,Thursday,653,0
28648,,422.0,0.538461537167,0.999999996063,0.692913383099,7.0,1.0,3.0,0.0,4.73933649289,8.0,-1.0,437.0,159.655714286,0.0,843300.0,328287.5,0.0,5747.77358491,3262.06082888,56500.0,56500.0,56500.0,,0.0259646619006,0.0254174700918,0.0250012778469,0.398955975371,0.352161319073,0.134937611408,0.0521327014218,0.0142180094787,0.785714285714,0.214285714286,0.245661157025,0.1,1.0,-0.169444444444,-0.25,-0.1,0.527272727273,0.0681818181818,0.0272727272727,0.0681818181818,Business,Tuesday,1400,0
21017,10.0,679.0,0.553772069737,0.99999999759,0.696385540491,25.0,3.0,18.0,0.0,4.38880706922,9.0,-1.0,42200.0,5368.125,0.0,843300.0,,0.0,42200.0,9052.17508934,1900.0,3600.0,2750.0,0.0222787252828,0.470338366482,0.133256308205,0.351900508673,0.0222260913572,0.477272079772,0.0793712768713,0.0265095729013,0.020618556701,0.5625,0.4375,0.391338383838,0.1,,-0.221726190476,-0.7,-0.05,0.25,0.25,0.25,0.25,Lifestyle,Friday,2000,1
35451,15.0,586.0,0.494827585354,0.999999997183,0.670422533323,2.0,1.0,3.0,0.0,4.83959044369,10.0,-1.0,580.0,200.444444444,0.0,843300.0,238120.0,0.0,5906.77096618,3157.5296346,811.0,811.0,811.0,0.0200950100023,0.0200035471422,0.288058863313,0.123126737243,0.548715842299,0.482340700235,0.078445735551,0.042662116041,0.0273037542662,0.609756097561,0.390243902439,0.30018961039,0.0625,,-0.2453125,-0.8,-0.125,,0.5,0.0,0.5,World,Tuesday,715,0
7667,8.0,1279.0,0.44707740881,0.999999998647,0.650879566102,,3.0,1.0,0.0,4.55668491009,10.0,4.0,1700.0,303.75,0.0,,119830.0,0.0,13250.0,3250.57750921,1200.0,35800.0,,0.0200084568774,0.217953584933,0.0200076176474,0.0200020233196,0.722028317223,0.453673739739,0.169337993518,0.0523846755278,0.0258014073495,0.67,0.33,0.415726561995,,1.0,-0.221043771044,-0.7,-0.0714285714286,0.0,0.0,,0.0,Lifestyle,Wednesday,1400,0
3265,12.0,177.0,0.741379306084,0.999999991935,0.822580638528,4.0,3.0,1.0,0.0,5.05649717514,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,1100.0,1500.0,1300.0,0.0239945607733,0.665006599659,0.0225074383055,0.266240779048,0.0222506222144,,0.236130536131,0.0677966101695,0.0112994350282,0.857142857143,0.142857142857,0.416919191919,0.0333333333333,,-0.166666666667,-0.2,-0.133333333333,0.5,0.5,0.0,0.5,Entertainment,Monday,1200,0
12166,10.0,124.0,0.774999993542,0.999999985294,0.911764692474,2.0,2.0,0.0,2.0,4.67741935484,7.0,-1.0,1200.0,,0.0,,272657.142857,0.0,4333.33978703,2201.95737242,0.0,0.0,0.0,0.0286754317082,0.885274583953,0.0286064024991,0.0288594826334,0.0285840992065,0.60625,0.128125,0.0483870967742,,0.6,0.4,0.410416666667,0.0625,0.8,-0.23125,-0.5,-0.1,,0.1,0.4,0.1,Entertainment,Wednesday,4500,1
410,8.0,108.0,0.757281546046,0.999999984615,0.861538448284,2.0,1.0,,0.0,4.60185185185,6.0,,933.0,239.166666667,,843300.0,219866.666667,2975.72727273,,3806.03196684,21700.0,21700.0,21700.0,,0.0333383839939,0.0334871098612,0.0334382003629,0.0339031356191,0.325925925926,0.140740740741,0.0462962962963,0.0277777777778,0.625,0.375,0.333333333333,0.0333333333333,0.6,-0.133333333333,-0.15,-0.1,0.0,0.0,0.5,0.0,Social Media,Thursday,2800,1
