id,n_tokens_title,n_tokens_content,n_unique_tokens,n_non_stop_words,n_non_stop_unique_tokens,num_hrefs,num_self_hrefs,num_imgs,num_videos,average_token_length,num_keywords,kw_min_min,kw_max_min,kw_avg_min,kw_min_max,kw_max_max,kw_avg_max,kw_min_avg,kw_max_avg,kw_avg_avg,self_reference_min_shares,self_reference_max_shares,self_reference_avg_sharess,LDA_00,LDA_01,LDA_02,LDA_03,LDA_04,global_subjectivity,global_sentiment_polarity,global_rate_positive_words,global_rate_negative_words,rate_positive_words,rate_negative_words,avg_positive_polarity,min_positive_polarity,max_positive_polarity,avg_negative_polarity,min_negative_polarity,max_negative_polarity,title_subjectivity,title_sentiment_polarity,abs_title_subjectivity,abs_title_sentiment_polarity,data_channel,weekday
34391,11.0,5.872117789475416,0.558823527768,0.999999995556,0.666666663704,2.3978952727983707,1.0986122886681098,0.6931471805599453,0.6931471805599453,4.689264001626525,7.0,0.0,4.716650983533095,3.694810555575022,8.94910546953925,13.64507923137965,12.731606851509575,7.826975050360843,8.657352039870695,8.058237699088478,9.012011377036412,9.012011377036412,9.012011377036412,0.028607577782,0.0285720909272,0.0285783402694,0.0285714864199,0.885670504601,0.424750512645,0.0440786625655,0.022347298691999366,0.025105921131115996,0.3856624808119047,0.4248831939653429,0.315706168831,0.1,0.7560061740048255,-0.253703703704,-0.3,-0.05,0.0,0.0,0.5,0.0,2.0,2.0
8615,9.0,5.313205979041787,0.60396039305,0.999999992063,0.730158724364,2.0794415416798357,0.6931471805599453,0.0,0.0,4.689263985246925,6.0,1.6094379124341003,7.3783837129967145,6.273254293854925,0.0,13.546366278368495,12.405454393775289,0.0,8.289113508351623,7.8670137763056225,7.244941546337007,7.244941546337007,7.244941546337007,0.188376306582,0.7082844302635001,0.0345275732418,0.0336580810132,0.0351536088995,0.402005012531,0.0612781954887,0.04359043607481908,0.024451095864140158,0.5389965007328537,0.3053816495512871,0.329365079365,0.1,0.5,-0.253703703704,-0.4,-0.1,0.4,-0.204545454546,0.1,0.4,3.0,0.0
5038,11.0,6.142037405587356,0.554809842159,0.99999999631,0.708487082257,2.9444389791664403,1.3862943611198906,0.6931471805599453,0.6931471805599453,4.58189655172,8.0,1.6094379124341003,6.792344427470809,5.151638701557825,0.0,13.64507923137965,12.405454393775289,0.0,8.776790981930263,8.172449206693964,7.783640596221253,9.758519582283522,9.19532825185568,0.0250012591268,0.0252284194148,0.0250005035309,0.899769230011,0.0250005879164,0.520515410515,0.13437969438,0.05247793724859059,0.012848142477889858,0.591364486249878,0.1769307081592674,0.355854545455,0.1,1.0,-0.442592592593,-0.7,-0.155555555556,0.0,0.0,0.5,0.25,1.0,1.0
21956,11.0,6.763884908562435,0.408401399757,0.999999997921,0.598752597508,2.3978952727983707,1.6094379124341003,0.6931471805599453,0.0,4.25895953757,9.0,1.6094379124341003,5.736572297479192,4.72849340202009,0.0,13.605594050175188,12.211396780471865,0.0,8.778950334342738,8.11616103371861,7.824445930877619,7.824445930877619,7.824445930877619,0.0225592886823,0.0222447827184,0.0222361439804,0.144654851391,0.788304933228,0.529700823167,0.226757018234,0.06489972757098475,0.014917086703233351,0.5971325273205195,0.1681369218017482,0.403479997014,0.05,0.7560061740048255,-0.24594017094,-0.6,-0.05,0.75,0.0,0.25,0.55,2.0,5.0
21110,11.0,5.3471075307174685,0.6195121921,0.999999992308,0.723076917515,2.0794415416798357,1.3862943611198906,2.1972245773362196,0.0,4.5023923445,7.0,0.05764333274917764,7.170888478512505,5.598734079594784,7.696667081526462,13.64507923137965,12.597007460272504,7.467942332285852,8.916598899015533,8.435462299810746,8.343077871169383,8.343077871169383,8.343077871169383,0.171466981498,0.0286606380747,0.0286827255864,0.7424935475159999,0.0286961073249,0.456469298246,0.117105263158,0.055828449552957196,0.03294415571934705,0.4895482253184477,0.31365755885534924,0.425,0.1,1.0,-0.289285714286,-0.6,-0.1,0.766666666667,0.166666666667,0.5,0.0,1.0,4.0
7673,11.0,7.389563953677635,0.464376590035,0.99999999897,0.660144180577,3.2188758248682006,1.3862943611198906,1.0986122886681098,1.732867951399863,4.6804697157,8.0,0.0,4.716650983533095,3.694810555575022,12.25629511679123,13.64507923137965,13.278470998315573,0.0,8.688556397734477,8.264064420334401,7.550135342488429,10.510559281627845,9.57041287101349,0.0500033450332,0.0522454579143,0.0501479946459,0.797603166612,0.050000035795,0.440247311828,0.00027461248429,0.041760984927513164,0.034025153430972996,0.43954442176102704,0.3701832939635246,0.396293211619,0.05,1.0,0.0,-1.0,-0.05,0.7,-0.204545454546,0.2,0.4,3.0,2.0
12600,11.0,5.641907070938114,0.644927533895,0.999999993631,0.777070058745,1.6094379124341003,0.6931471805599453,0.0,0.0,4.55516014235,10.0,1.6094379124341003,7.00397413672268,5.514436302925282,0.0,13.64507923137965,12.405454393775289,0.0,8.1864579550665,7.6237315709213815,8.77971129020447,8.77971129020447,8.77971129020447,0.146222786585,0.0200860054987,0.350334902694,0.0200125958142,0.463343709408,0.456469298246,0.197767857143,0.058738817171687545,0.010619568827430698,0.6151856390902335,0.13976194237515868,0.376470588235,0.1,0.7,-0.2875,-0.625,-0.1,0.288888888889,-0.155555555556,0.211111111111,0.155555555556,2.0,0.0
17267,8.0,6.706862336602747,0.49624999938,0.999999998092,0.641221372822,3.6888794541139363,0.6931471805599453,2.4260151319598084,0.0,4.90697674419,8.0,0.05764333274917764,7.244941546337007,5.8846001233693155,7.244941546337007,13.64507923137965,12.651210287782064,7.244941546337007,8.54603534060487,8.197553245251992,7.901377353792616,7.901377353792616,7.901377353792616,0.480788596298,0.0200140078793,0.0200060200375,0.0200310217857,0.459160354,0.525454868515,0.219179104478,0.04896500462794821,0.015287807206415746,0.5570150062356257,0.22677331936442613,0.466504065041,0.1,1.0,-0.245238095238,-0.8,-0.15,1.0,0.34090909091,0.5,0.25,4.0,0.0
20956,7.0,6.35088571671474,0.464788731576,0.999999996904,0.647058821526,1.0986122886681098,0.6931471805599453,0.6931471805599453,0.0,4.22027972028,6.0,1.6094379124341003,6.805722553416985,6.050912005751402,0.0,13.546366278368495,11.716826392159929,0.0,7.34911637698253,7.964375436922987,7.0909098220799835,7.0909098220799835,7.0909098220799835,0.655544328606,0.033342420675,0.243217007611,0.033451611758,0.0344446313496,0.415063795853,0.1190758415435,0.03774032798280999,0.01216348619323465,0.5645298027377537,0.21622310846977486,0.361019283747,0.1,1.0,-0.253703703704,-0.6,-0.125,0.0,0.0,0.5,0.0,1.0,3.0
18138,14.0,5.811140992976701,0.64848484652,0.999999995025,0.850746264424,1.791759469228055,1.3862943611198906,0.0,1.0986122886681098,4.60660660661,10.0,1.6094379124341003,5.601373562148059,5.072670685015709,0.0,13.64507923137965,12.259428561251049,0.0,8.432838530580922,7.410433968796573,7.59688037766919,8.682877107057168,8.146419323098003,0.547061598624,0.39268339778,0.020003332485,0.0202352872656,0.0200163838456,0.451665001665,0.149256299256,0.046929432221937496,0.023739987303049503,0.5108256237661907,0.28768207245153093,0.40119047619,0.1,0.9,-0.261698717949,-0.5,-0.0769230769231,0.4,-0.204545454546,0.5,0.4,3.0,2.0
8261,14.0,6.499787040655854,0.551359515783,0.999999997312,0.793010750556,2.0794415416798357,1.0986122886681098,0.6931471805599453,0.0,4.689264009860872,6.0,3.804224402162674,6.018593214496234,5.362855887684045,0.0,13.546366278368495,12.824498973856072,8.075754599552441,8.466215387881476,8.227815466357798,7.824445930877619,9.19023970026918,8.724369949208368,0.866318834379,0.0333607632935,0.0333840153378,0.0334183063323,0.0335180806578,0.508716826652,0.1190758415435,0.03695912153718756,0.02233897808227877,0.4855078157817008,0.3184537311185346,0.339573593074,0.0333333333333,1.0,-0.269259259259,-0.8,-0.1,0.0666666666667,0.0333333333333,0.5,0.0333333333333,4.0,2.0
19883,14.0,6.656726524178391,0.5350710500754365,0.999999997579,0.677966100053,1.3862943611198906,0.6931471805599453,1.6094379124341003,0.0,4.69369369369,5.0,0.0,8.376368028636431,6.822415231815122,8.268988209506656,13.64507923137965,12.26481785529885,7.589436981432804,8.36042174313851,7.932124366885343,6.834391262028074,7.550135342488429,7.550135342488429,0.0400044593525,0.0400038995211,0.439566161721,0.04000237293340003,0.440423106472,0.456469298246,0.1190758415435,0.03841701610377363,0.0241588354767117,0.517582406228921,0.2791713827838082,0.3625,0.05,0.8,-0.317136591479,-1.0,-0.0714285714286,0.166666666667,-0.166666666667,0.333333333333,0.166666666667,0.0,3.0
36491,11.0,5.730099782973574,0.5996290149175204,0.999999994152,0.754385960501,2.0794415416798357,0.0,0.6931471805599453,1.0986122886681098,4.30293159609,5.0,0.05764333274917764,5.8879298523157635,5.1670690799380825,7.8636512654486515,13.64507923137965,12.405454393775289,7.46202346059288,8.425351760326132,8.128388892060082,4.093422576047974,4.028952622531513,4.699635433724756,0.0400008366628,0.839600099364,0.040000330754,0.0403983144772,0.0400004187425,0.466698086859,0.23195899083,0.06311242331009354,0.022545238321060035,0.5543107357058785,0.23052365861162644,0.456341991342,0.1,1.0,-0.262301587302,-0.388888888889,-0.125,0.4,-0.2,0.1,0.2,3.0,4.0
20586,8.0,6.26530121273771,0.547430828958,0.999999997015,0.695522385984,3.044522437723423,1.3862943611198906,0.6931471805599453,1.732867951399863,4.95428571429,10.0,0.0,6.280395838960195,5.256337294308312,0.0,13.64507923137965,12.201266112636086,0.0,8.335842446153837,7.963350864734799,7.438971592395862,9.61587214452889,9.03013657115323,0.0200825522344,0.0200032419691,0.487826532254,0.0200125718008,0.452075101742,0.548603896104,0.117104978355,0.03186773884806859,0.013245226749987743,0.535518236356167,0.25593337413745865,0.368420550038,0.05,0.8,-0.575,-1.0,-0.125,0.0,0.0,0.5,0.0,0.0,1.0
24204,10.0,6.021023349349527,0.515892419277,0.999999995495,0.738738735411,1.6094379124341003,1.0986122886681098,0.6931471805599453,0.0,4.900243309,10.0,1.6094379124341003,8.376368028636431,6.964041089992729,0.0,13.546366278368495,11.54695000908203,7.8718402495041175,8.79497643168877,8.344783174064064,8.936035096566041,8.936035096566041,8.936035096566041,0.0201690983202,0.120527395624,0.0200533966037,0.0200305885569,0.8192195208952,0.463793103448,0.0620689655172,0.024039619186138023,0.014493007302581231,0.4855078157817008,0.3184537311185346,0.336666666667,0.1,0.55,-0.253703703704,-0.5,-0.1,0.0,0.0,0.5,0.0,2.0,5.0
5935,9.0,6.016157159698354,0.602836875157,0.999999988764,0.696629205656,1.6094379124341003,1.3862943611198906,0.6931471805599453,0.0,4.06622516556,5.0,1.6094379124341003,5.8377304471659395,5.523059639225943,7.783640596221253,13.546366278368495,12.212655928094332,7.22402480828583,8.117308883844977,7.911497221587581,5.8377304471659395,7.313886831633462,6.826545223556594,0.0400017315932,0.0400021676209,0.0400015178571,0.0400011150098,0.839993467919,0.498214285714,0.125,0.0453151962120045,0.015287807206415746,0.6286086594223741,0.25593337413745865,0.267857142857,0.1,0.7560061740048255,-0.125,-0.125,-0.125,0.4,0.34090909091,0.1,0.4,2.0,4.0
3135,14.0,6.016157159698354,0.0,0.0,0.1124099242883203,2.0794415416798357,0.0,0.6931471805599453,0.0,0.0,7.0,0.0,6.056784013228625,4.760952187546211,7.650168700845001,13.64507923137965,12.405454393775289,7.029825408199961,9.42820786376421,8.487250616820782,4.093422576047974,4.028952622531513,4.699635433724756,0.0285726675185,0.0285857171785,0.170265866605,0.74400372467,0.0285720240284,0.2568585405033751,0.0,0.0020199667465674934,0.015287807206415746,0.5389965007328537,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.483333333333,-0.204545454546,0.5,0.25,1.0,5.0
22007,10.0,5.2574953720277815,0.675392666621,0.99999999187,0.853658529645,1.6094379124341003,1.3862943611198906,0.0,0.6931471805599453,4.60732984293,6.0,1.6094379124341003,8.376368028636431,7.162535390457049,7.972810784121404,13.605594050175188,13.103216575008659,7.62608275807238,9.535891296627184,8.736532379655234,8.216358332386156,10.154285180632154,9.711176264112805,0.700487756868,0.199509873552,0.0333341409607,0.0333341419289,0.0333340866896,0.2568585405033751,0.0670454545455,0.03093030069131498,0.005221943981150842,0.6190392084063003,0.13353139262439762,0.195454545455,0.1,0.35,-0.1,-0.1,-0.1,0.45,0.34090909091,0.05,0.0,4.0,1.0
25887,10.0,6.359573868672378,0.504409170186,0.999999997118,0.654178672466,2.5649493574615367,0.0,0.6931471805599453,0.0,4.9705372617,8.0,0.0,7.00397413672268,5.744833014485187,0.0,13.64507923137965,12.317897969212309,0.0,7.895529329599447,7.775998409000212,4.093422576047974,4.028952622531513,4.699635433724756,0.169296750179,0.282244946655,0.375757077933,0.14769718851,0.0250040367242,0.34313934365,0.117128279883,0.03908738870808781,0.013769580723793001,0.5549968420791467,0.22957444164447455,0.342419536985,0.1,0.5,-0.2734375,-0.5,-0.1,0.5,0.0,0.5,0.0,0.0,4.0
3461,12.0,6.0473721790462776,0.567567566173,0.999999995868,0.768595038146,1.791759469228055,0.6931471805599453,0.6931471805599453,0.0,4.689264003089575,2.0,0.0,4.716650983533095,3.694810555575022,10.766398604507042,13.64507923137965,13.006618014282441,8.186328881240861,8.286045921434951,8.23742982272884,4.093422576047974,4.028952622531513,4.699635433724756,0.100000438074,0.5970065967589999,0.100000205126,0.100000223659,0.102992536382,0.52911731874,0.183908151597,0.07541119969032947,0.028039220064348357,0.5533852381850116,0.231801614057014,0.421410746117,0.0333333333333,0.8,-0.307986111111,-0.5232038160258583,-0.05,0.0,0.0,0.5,0.0,5.0,2.0
38502,7.0,6.448889394146858,0.503999999194,0.999999997253,0.697802195885,2.0794415416798357,1.3862943611198906,0.6931471805599453,0.0,4.81933438986,10.0,0.0,6.220590170099739,5.072670685015709,0.0,13.64507923137965,12.19055791206359,6.9283978895308405,8.263865140930504,7.898199294531717,7.313886831633462,7.741099090035366,7.563200592358071,0.0201662323715,0.020001714635100032,0.813556554368,0.0202889840544,0.125986514571,0.504432830043,0.0723674022455,0.032738699385403754,0.018838861696413384,0.49247648509801634,0.31015492830357283,0.349603174603,0.1,0.8,-0.290740740741,-0.7,-0.1,0.5,0.1,0.1,0.1,0.0,4.0
34976,11.0,7.898744066522411,0.304194684501,0.99999999942,0.497099767693,2.6390573296152584,0.0,0.6931471805599453,0.0,4.68926401974584,10.0,1.6094379124341003,6.091309882077698,4.842611042003125,8.881975184248867,13.64507923137965,12.494633082107216,7.1459844677143876,8.55997747756345,7.856036085558248,4.093422576047974,4.028952622531513,4.699635433724756,0.0200075160238,0.02000058981149999,0.821060041409,0.0200001003347,0.118931752421,0.438404697901,0.118254462831,0.04657819576057834,0.017761329578642234,0.5462869339955498,0.25593337413745865,0.369743092478,0.0333333333333,0.9,-0.253703703704,-0.7,-0.05,0.2,0.3,0.3,0.3,0.0,4.0
38603,11.0,7.419380582918692,0.414765906114,0.999999998968,0.619195045801,2.9444389791664403,0.0,0.6931471805599453,0.0,4.66166766647,10.0,0.0,7.00397413672268,5.499215308914927,5.814130531825066,13.64507923137965,12.491565072456961,5.814130531825066,8.360677946790112,7.843534784642866,4.093422576047974,4.028952622531513,4.699635433724756,0.918801886631,0.020003753149,0.0200303295835,0.020011927009699892,0.0211521036268,0.463261713776,0.079329004329,0.039981809630190865,0.020778426382494067,0.5069345682728545,0.2925246969277791,0.321245543672,0.05,1.0,-0.257976190476,-0.666666666667,-0.1,0.0,0.0,0.5,0.0,4.0,3.0
28261,6.0,6.70073110954781,0.466921118999,0.999999997984,0.6054341465194285,2.0794415416798357,2.4849066497880004,2.4260151319598084,0.0,4.38916256158,6.0,1.6094379124341003,7.170888478512505,5.6173769746932845,8.160803920954665,13.64507923137965,12.36727412423589,7.588829878307813,8.319114043391622,7.991480561697022,6.894670039433482,9.179984251961283,8.173998409034198,0.0335890997182,0.03337098808070005,0.033353073991,0.0333905061681,0.866296332042,0.491249298541,0.209006734007,0.05975493050201236,0.012240054894540895,0.6061358035701337,0.15415067982754402,0.382303030303,0.1,1.0,-0.346666666667,-1.0,-0.1,0.5,0.34090909091,0.0,0.5,2.0,6.0
28153,13.0,6.008813185442595,0.552238804596,1.0849583394700435,0.71485943488,2.0794415416798357,0.6931471805599453,1.3862943611198906,0.0,5.14778325123,7.0,0.0,6.39024066706535,5.212214667494625,0.0,13.621781704727743,12.29068095890179,0.0,8.145719523273481,7.685373775886895,7.00397413672268,7.00397413672268,7.00397413672268,0.0285754474279,0.09943598737030002,0.743978895774,0.0285736820575,0.09943598737030002,0.359068627451,-0.0928921568627,0.017094433359256044,0.036004037453388205,0.32502474141479754,0.5139546477921331,0.357142857143,0.1,0.8,-0.306770833333,-0.8,-0.05,1.0,0.0,0.5,0.0,0.0,1.0
28287,8.0,5.786897381366708,0.66461538257,0.999999995327,0.799065416827,1.9459101490553132,1.3862943611198906,0.6931471805599453,0.0,5.09230769231,6.0,4.023594781085251,7.0909098220799835,6.147857608875156,9.375939552625749,13.546366278368495,11.736990876952293,7.935338790527428,8.306746095179413,8.110105346822118,8.24301946898925,8.24301946898925,8.7187159990827,0.882392340213,0.029394767922,0.0286612128309,0.0294337400296,0.0301179390046,0.422748068925,0.116200237671,0.056816475043624526,0.024317307650721355,0.5328045304849398,0.25951119548485607,0.297703349282,0.0333333333333,0.6,-0.313194444444,-0.7,-0.1,0.0,0.0,0.5,0.25,1.0,2.0
31502,10.0,6.212606095751519,0.6148772374001948,0.999999996795,0.77243589496,2.0794415416798357,2.0794415416798357,0.6931471805599453,0.6931471805599453,4.67871485944,8.0,1.6094379124341003,6.628041376179533,5.643931363125827,0.0,13.64507923137965,12.405454393775289,0.0,8.181413467833309,7.805006679040704,6.868888016140904,8.434028950155469,7.5748517823414065,0.0252794932763,0.271915024337,0.02506666598769991,0.156582436612,0.521156379787,0.402010753796,0.0990650553151,0.03744279748380793,0.015287807206415746,0.5485659517487044,0.23841102344518,0.351016746411,0.1,1.0,-0.224603174603,-0.5,-0.1,0.0,0.0,0.5,0.0,1.0,5.0
32656,7.0,6.037870919922137,0.5602901194305298,0.999999995885,0.707818927128,2.8903717578961645,1.3862943611198906,2.4260151319598084,0.0,4.35885167464,8.0,0.0,7.371294007788451,5.969985515430857,9.809231816610408,13.64507923137965,12.610957585373272,8.157857202624681,9.535891296627184,8.736532379655234,7.3783837129967145,7.3783837129967145,8.271867358262137,0.0250012730008,0.0253206232064,0.0250676445374,0.538981442529,0.38562901672639993,0.55632183908,0.195114942529,0.04673747785173457,0.014252022707156165,0.5705448584677434,0.207639364778057,0.431666666667,0.1,1.0,-0.383333333333,-0.6,-0.1,0.0,0.0,0.5,0.0,1.0,3.0
13107,9.0,5.4510384535657,0.543689317749,0.999999992647,0.602941172037,3.295836866004329,0.6931471805599453,2.4260151319598084,0.0,5.34482758621,6.0,0.0,7.0909098220799835,5.644857796004993,9.472781556562168,13.64507923137965,12.832637439903987,8.156554537189436,8.927608284762718,8.497692182389654,9.200391041122515,9.200391041122515,9.200391041122515,0.0333335882162,0.0333837512032,0.0333334491516,0.866609130444,0.033340080985,0.465238095238,0.162738095238,0.025533302005147935,0.008583743691389081,0.5596157879354227,0.22314355131420976,0.368452380952,0.17500000000000002,0.5,-0.291666666667,-0.333333333333,-0.2375,0.535714285714,0.285714285714,0.0357142857143,0.285714285714,2.0,1.0
25211,14.0,7.007600613951853,0.405810683781,0.999999998808,0.46126340827,1.9459101490553132,1.791759469228055,2.4260151319598084,0.0,4.82065217391,10.0,0.0,6.424869023905388,5.625620712941952,0.0,13.64507923137965,12.232086336331843,0.0,8.592070883871125,7.914585246065827,7.0909098220799835,7.824445930877619,7.523481312573497,0.0200040308703,0.182821292536,0.243072921589,0.534100003127,0.020001751877700036,0.305718694885,0.0654717813051,0.02327768486936404,0.011706572232119981,0.5108256237661907,0.25593337413745865,0.377197802198,0.1,0.8,-0.248076923077,-0.6,-0.1,0.5,0.0,0.15,0.0,3.0,0.0
8481,8.0,5.575949103146316,0.590361443412,0.999999993464,0.718954243667,1.791759469228055,1.3862943611198906,1.3862943611198906,0.0,4.43346007605,9.0,0.0,7.496097345175956,5.667963376849713,7.496097345175956,13.64507923137965,12.569368014898576,7.496097345175956,8.593488080333348,8.01304101704714,9.23024103368252,9.23024103368252,9.435734926539109,0.252855042189,0.0222259623604,0.0222231474889,0.12370476009870002,0.578991087863,0.309011164274,0.108931419458,0.033648034118240855,0.011342276603970238,0.5596157879354227,0.22314355131420976,0.318855218855,0.1,0.5,-0.216666666667,-0.25,-0.15,0.0,0.0,0.5,0.0,4.0,1.0
