id,n_tokens_title,n_tokens_content,n_unique_tokens,n_non_stop_words,n_non_stop_unique_tokens,num_hrefs,num_self_hrefs,num_imgs,num_videos,average_token_length,num_keywords,kw_min_min,kw_max_min,kw_avg_min,kw_min_max,kw_max_max,kw_avg_max,kw_min_avg,kw_max_avg,kw_avg_avg,self_reference_min_shares,self_reference_max_shares,self_reference_avg_sharess,LDA_00,LDA_01,LDA_02,LDA_03,LDA_04,global_subjectivity,global_sentiment_polarity,global_rate_positive_words,global_rate_negative_words,rate_positive_words,rate_negative_words,avg_positive_polarity,min_positive_polarity,max_positive_polarity,avg_negative_polarity,min_negative_polarity,max_negative_polarity,title_subjectivity,title_sentiment_polarity,abs_title_subjectivity,abs_title_sentiment_polarity,data_channel_Entertainment,data_channel_Lifestyle,data_channel_Social Media,data_channel_Tech,data_channel_World,data_channel_unknown,weekday_Monday,weekday_Saturday,weekday_Sunday,weekday_Thursday,weekday_Tuesday,weekday_Wednesday,weekday_unknown
34808,11.0,559.9999999999998,0.456171734425,0.999999997006,0.604790417351,16.999999999999996,3.9999999999999996,5.999999999999999,0.0,4.5375,6.0,0.0,651.0000000000001,180.40000000000006,17800.00000000001,843299.9999999995,458480.00000000023,2430.1379310299994,3600.1594430699975,2771.6669372491783,1899.9999999999993,156738.94771694235,51437.52842502513,0.0403372959714,0.0400016340346,0.0400105371478,0.0400003817607,0.839650151086,0.456469298246,0.230705009276,0.0678571428571,0.0154052635175,0.826086956522,0.173913043478,0.378189792663,0.1,1.0,-0.308333333333,-0.6,-0.05,0.5,0.34090909091,0.5,0.5,False,False,False,True,False,False,False,True,False,False,False,False,False
1025,11.0,129.99999999999994,0.716666660694,0.999999988506,0.724137922711,10.000000000000002,2.0000000000000004,6.999999999999998,1.0,4.92307692308,7.0,0.0,782.9999999999998,278.2857142860001,27499.99999999998,843299.9999999995,305957.1428570002,3413.4010557299994,8493.429012349992,3639.563812928942,5799.999999999996,5799.999999999996,5799.999999999996,0.0285765120023,0.0286553373558,0.028594623540450004,0.885578903561,0.028594623540450004,0.6125,-0.252083333333,0.0307692307692,0.0307692307692,0.714285714286,0.5,0.275,0.1,0.7,-0.453125,-1.0,-0.125,0.0,0.0,0.5,0.0,False,True,False,False,False,False,False,False,False,False,False,True,False
17562,8.0,722.0000000000001,0.564179103636,0.999999997854,0.697424891207,6.999999999999998,3.9999999999999996,18.764235376052365,0.0,4.81163434903,8.0,0.0,863.9999999999997,336.50000000000006,0.0,843299.9999999995,280812.50000000006,0.0,13973.713349011385,6225.267902161508,4100.000000000004,9500.000000000005,6799.999999999996,0.0255360014371,0.0250580873421,0.025002010369799987,0.899402367114,0.025001533737,0.507980728948,0.0405259391146,0.0360110803324,0.0332409972299,0.52,0.48,0.433016983017,0.136363636364,1.0,-0.364409722222,-1.0,-0.05,0.0,-0.2,0.5,0.0,False,True,False,False,False,False,False,False,False,False,False,False,False
31300,12.0,225.00000000000009,0.668181815145,0.999999993151,0.760273967395,3.9999999999999996,3.0,3.0,0.0,4.83555555556,6.0,0.0,224.0,111.26499999999997,27700.00000000002,843299.9999999995,391616.6666670003,1834.5578313300002,5045.963392860001,2997.06455128,25477.766485707893,26599.999999999978,26599.999999999978,0.865179001393,0.0334923311206,0.0333680534196,0.0333333754839,0.0346272385825,0.555303030303,0.150757575758,0.04,0.0222222222222,0.642857142857,0.357142857143,0.359595959596,0.1,0.5,-0.315,-0.4,-0.125,0.0,0.0,0.5,0.0,False,False,False,False,False,False,False,False,False,False,False,False,True
20625,9.0,409.00000000000017,0.571428569728,0.999999995392,0.691244236446,8.000000000000002,5.0,1.0,1.0000000000000004,5.14792899408,6.0,3.9999999999999996,440.0,134.666666667,2300.0000000000005,843299.9999999995,291966.6666669998,1214.18181818,3404.9866730640097,2564.3108913,863.9999999999997,2861.7820350957445,1319.0,0.19309939694056666,0.0342085749623,0.19309939694056666,0.386493234216,0.19309939694056666,0.25717270469650005,0.0700378787879,0.0295857988166,0.00295857988166,0.909090909091,0.0909090909091,0.188575757576,0.0333333333333,0.5,-0.125,-0.125,-0.125,0.0,0.0,0.5,0.0,False,False,False,False,False,False,False,False,False,False,False,True,False
8941,9.0,97.99999999999999,0.776595736419,0.999999999746,0.89230767858,2.0000000000000004,0.0,0.0,0.0,4.85714285714,6.0,3.9999999999999996,379.00000000000006,281.2000000000001,0.0,810650.9262663649,154683.3333329999,0.0,4498.009900989999,3182.743370149999,63.13595418430638,55.20201568465764,108.66968321242817,0.0333335107363,0.866598206062,0.0333335958986,0.0334012712175,0.03333341608560003,0.475,0.15,0.0612244897959,0.0204081632653,0.75,0.2916666666669999,0.233333333333,0.1,0.5,-0.253703703704,-0.1,-0.05,0.6,0.2,0.1,0.2,True,False,False,False,False,False,False,False,False,False,True,False,False
18535,11.0,137.99999999999997,0.588235289792,0.999999989011,0.648351641227,11.0,3.0,5.0,0.0,4.689263970935292,8.0,54.901699437494734,978.9999999999998,512.142857143,0.0,764032.0133212074,75084.67631373765,0.0,7712.8,2579.9157613600005,998.0000000000003,5400.000000000005,3199.0000000000027,0.025064997962399915,0.89944246395,0.0250987186414,0.0251894231435,0.0252043963027,0.422222222222,-0.144444444444,0.0391644908616,0.036231884058,0.38406488928066823,0.625,0.4,0.17500000000000002,0.5,-0.253703703704,-0.4,-0.2375,0.45,-0.204545454546,0.05,0.0,True,False,False,False,False,False,False,False,False,False,False,True,False
15502,10.0,230.99999999999997,0.671171168148,0.999999993711,0.723270435703,18.999999999999996,3.0,1.0,0.0,5.02164502165,4.0,0.05933709747208126,1399.9999999999995,276.4542857140001,5799.999999999996,843299.9999999995,357557.1428570003,2616.8571428600003,5739.533094430002,3591.048055590001,5799.999999999996,5799.999999999996,5799.999999999996,0.429584143344,0.0290289660749,0.0286185403539,0.484195858917,0.0285724913105,0.496825396825,0.17224025974,0.034632034632,0.004329004329,0.8888888888890001,0.111111111111,0.388920454545,0.1,0.7,-0.7,-0.7,-0.2375,0.0,0.0,0.5,0.0,False,False,False,False,False,False,False,False,True,False,False,False,False
27240,11.0,1503.0000000000005,0.393754242774,0.999999998894,0.549778760454,3.9999999999999996,3.0,16.0,0.0,4.44710578842,7.0,0.0,908.0,215.49999999999994,0.0,843299.9999999995,213258.28571399997,0.0,5543.401069519998,2742.166200990001,679.9999999999998,816.9999999999997,771.3333333329998,0.0285837653763,0.885197230802,0.0285725212316,0.028746879901999978,0.0288996026881,0.467931050431,0.0912261812262,0.0445775116434,0.0312707917498,0.587719298246,0.412280701754,0.52118062286,0.05,1.0,-0.386123775751,-1.0,-0.05,0.325,0.175,0.5,0.175,False,False,False,False,False,True,False,False,False,False,False,False,False
38875,9.0,538.0000000000002,0.5125746068906968,0.999999996711,0.651315787331,10.000000000000002,6.999999999999998,1.0,0.0,4.689264007042625,9.0,3.9999999999999996,342.99999999999994,186.17782089855166,0.0,764032.0133212074,99333.33333329996,0.0,3416.0927853900002,2075.4063884699995,1099.9999999999998,35800.0,16874.999999999996,0.022360999986,0.23587352508,0.0222661365239,0.022250606817099894,0.697248731593,0.548090702948,0.197510204082,0.0390334572491,0.0111524163569,0.777777777778,0.222222222222,0.378503401361,0.1,1.0,-0.150925925926,-0.25,-0.0833333333333,0.642857142857,0.214285714286,0.142857142857,0.214285714286,False,False,False,False,False,True,False,False,False,False,False,True,False
15516,9.0,706.0000000000002,0.496350364239,0.999999997821,0.612200434396,22.0,3.0,0.0,4.656854249492379,4.89093484419,4.0,0.0,490.9999999999999,121.99999999999994,1499.9999999999998,843299.9999999995,483899.9999999996,3185.146266829998,9751.260273969996,4933.321041000003,2340.6376950835734,8900.000000000002,3959.9999999999986,0.050003424744,0.052299643458,0.0502150152243,0.797481884359,0.0500000322149,0.452591036415,0.215346744759,0.0538243626062,0.0154052635175,0.826086956522,0.173913043478,0.374920255183,0.0333333333333,0.7,-0.271056547619,-0.5,-0.1,0.0,0.0,0.5,0.0,True,False,False,False,False,False,False,False,False,False,False,True,False
27799,8.0,342.99999999999994,0.602373885453,0.99999999505,0.78217821395,6.999999999999998,0.0,2.0000000000000004,0.0,4.86297376093,4.0,0.0,846.0000000000003,265.8974999999999,144400.0000000001,843299.9999999995,455624.99999999994,3386.9940790900023,5887.072164950001,3177.286202276507,63.13595418430638,910.6234714888959,108.66968321242817,0.799999870764,0.0500000699457,0.0500000309736,0.05000001415834998,0.05000001415834998,0.574364613881,0.209970674487,0.0524781341108,0.0154052635175,0.75,0.25,0.399116161616,0.1,0.9,-0.253703703704,-0.25,-0.1,0.25,0.25,0.25,0.25,False,False,False,False,False,False,False,True,False,False,False,False,False
8229,12.0,635.9999999999999,0.457547169092,0.999999997006,0.700598800298,1.0,0.0,1.0,0.0,4.75786163522,5.0,3.9999999999999996,224.0,126.50000000000006,5299.999999999997,843299.9999999995,320539.99999999994,0.0,3286.7056904199985,2133.621712530001,63.13595418430638,55.20201568465764,108.66968321242817,0.839877693348,0.0400040158225,0.0400028399534,0.0401129703059,0.0400024805704,0.437199762603,0.1190758415435,0.064465408805,0.0154052635175,0.8913043478260001,0.2916666666669999,0.282475451378,0.0333333333333,0.8,-0.178333333333,-0.5,-0.125,0.0,0.0,0.5,0.0,False,False,False,False,False,False,False,False,False,False,False,True,False
14157,13.0,96.0,0.739583325629,0.999999981132,0.886792436098,3.0,3.0,0.0,2.0000000000000004,4.68926393398858,7.0,0.0,510.0,93.51285714289997,0.0,843299.9999999995,528528.5714290001,2379.9429569299996,6800.476848209998,4949.089469589998,2100.0000000000005,2100.0000000000005,2100.0000000000005,0.171459636572,0.0299705560509,0.197786016814,0.570925659534,0.0298581310295,0.25717270469650005,0.0597222222222,0.03125,0.0208333333333,0.6,0.4,0.325,0.17500000000000002,1.0,-0.21875,-0.25,-0.1875,0.0,0.0,0.5,0.0,False,True,False,False,False,False,False,True,False,False,False,False,False
18149,12.0,997.0000000000002,0.432318992201,0.9727208179263265,0.575042157546,26.999999999999996,3.9999999999999996,3.0,1.0,4.56268806419,10.0,0.0,317.99999999999994,182.24794348194555,4200.000000000004,843299.9999999995,386450.0000000001,1381.6201117299993,3479.4788608200015,2365.8010738999997,1700.0,3100.0000000000005,2300.0000000000005,0.799999516129,0.0500002104501,0.0500001069442,0.0500000914174,0.0500000750597,0.381476050831,0.0434750733138,0.025075225677,0.0140421263791,0.641025641026,0.35897435897400004,0.272818181818,0.1,0.75,-0.235714285714,-0.7,-0.05,0.0,0.0,0.5,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False
20770,9.0,403.99999999999983,0.6049945091983157,0.999999995726,0.760683757433,6.999999999999998,5.999999999999999,1.0,0.0,5.06188118812,10.0,0.0,1200.0,335.59999999999997,2100.0000000000005,843299.9999999995,200220.0000000001,1400.55769231,5389.4545454499985,2513.769698509999,999.9999999999999,7399.999999999995,2333.3333333300006,0.0200002523127,0.14679848316,0.792796093022,0.0200001965019,0.0204049750026,0.53912037037,-0.0200231481481,0.0391644908616,0.0154052635175,0.714285714286,0.588235294118,0.259523809524,0.1,0.4,-0.322222222222,-0.666666666667,-0.1,0.0,0.0,0.5,0.0,False,False,False,False,True,False,False,False,False,False,True,False,False
6524,14.0,665.9999999999998,0.453968253248,0.999999997375,0.601049867189,16.999999999999996,3.0,5.999999999999999,1.0,4.32132132132,10.0,3.9999999999999996,602.0000000000002,226.89135093459217,7699.999999999995,843299.9999999995,212510.0000000001,2073.0414814799997,4576.5012722599995,2971.052144809999,588.9999999999998,588.9999999999998,588.9999999999998,0.0201169677284,0.0200008163335,0.0200057509513,0.119715281884,0.820161183102,0.499868083823,0.17991481984,0.05705705705710001,0.0165165165165,0.7755102040819999,0.224489795918,0.413417065391,0.1,1.0,-0.241414141414,-0.7,-0.1,0.552272727273,0.243181818182,0.0522727272727,0.243181818182,False,False,False,True,False,False,False,False,False,False,True,False,False
37533,10.0,64.11793506950995,0.0,0.0,0.0,0.6833951532490844,0.0,0.0,1.0,0.0,10.0,0.0,4299.999999999997,687.5128571429999,4299.999999999997,843299.9999999995,574614.285714,3109.6190476199977,6995.505727929999,4825.837388190002,63.13595418430638,55.20201568465764,108.66968321242817,0.0285992948461,0.0303736847293,0.0285741378305,0.883874267274,0.0285786153204,0.25717270469650005,0.0,0.0020220082537569075,0.0,0.714285714286,0.0,0.0,0.0,0.0,0.0,0.0,-0.1,1.0,-0.204545454546,0.5,0.5,False,True,False,False,False,False,False,False,False,False,False,False,False
16026,7.0,197.99999999999997,0.761421315932,0.999999992308,0.884615377811,5.0,3.0,1.0000000000000004,1.0,4.76767676768,10.0,3.9999999999999996,599.0,348.9000000000001,3299.999999999998,764032.0133212074,157439.99999999994,0.0,3371.42425458,2510.8788862800006,63.13595418430638,55.20201568465764,2308.2856058619022,0.0200009621739,0.020001045264600004,0.918766416005,0.0212236346236,0.0200079419329,0.597727272727,0.300568181818,0.06565656565659998,0.00505050505051,0.928571428571,0.0714285714286,0.445979020979,0.1,1.0,-0.1875,-0.1875,-0.1875,0.9,0.34090909091,0.4,0.0,False,False,False,False,True,False,False,False,False,False,True,False,False
27397,10.0,286.00000000000006,0.5371024716,0.999999994048,0.672619043615,6.999999999999998,2.0000000000000004,3.0,0.0,4.58391608392,7.0,0.0,529.0,234.0,0.0,823880.2667241599,322785.71428600024,1612.5882352899998,3578.3767083500015,2732.8820659000003,2573.748163985955,7271.489145112428,4299.999999999997,0.031004970668800036,0.029052795115,0.313113679764,0.0285720486562,0.598256505796,0.443997371676,0.234717068646,0.0559440559441,0.0034965034965,0.941176470588,0.0588235294118,0.424296536797,0.1,1.0,-0.05,-0.05,-0.05,0.0,0.0,0.5,0.0,False,False,False,False,False,True,False,False,False,False,False,False,True
10471,10.0,151.99999999999997,0.723684205765,0.999999989474,0.852631569972,3.9999999999999996,3.0,1.0,0.0,4.97368421053,7.0,54.901699437494734,4342.2058461474035,1265.9437252981456,0.0,764032.0133212074,75084.67631373765,0.0,5299.999999999997,2238.057748609999,63.13595418430638,55.20201568465764,108.66968321242817,0.599883007709,0.028572965116899995,0.0285720944537,0.0285718006354,0.314400132085,0.452121212121,0.0169696969697,0.0328947368421,0.0154052635175,0.714285714286,0.37499999999999994,0.357272727273,0.136363636364,0.5,-0.538888888889,-0.7,-0.2375,0.0,0.0,0.5,0.0,False,False,False,False,False,False,False,False,False,False,False,True,False
39582,12.0,64.11793506950995,0.0,0.0,0.0,0.6833951532490844,0.0,1.0,1.0,0.0,6.0,0.0,802.0,142.76500000000001,10999.999999999993,843299.9999999995,572883.3333329996,3417.645152780001,6765.440592039995,5181.635943079999,63.13595418430638,910.6234714888959,108.66968321242817,0.03333514679939997,0.0333588566411,0.365901760256,0.534012705622,0.0333915306815,0.25717270469650005,0.0,0.0020220082537569075,0.0,0.714285714286,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.55,-0.2,0.05,0.0,False,True,False,False,False,False,False,False,False,False,False,False,True
32218,9.0,554.0,0.49816176379,0.999999996942,0.663608560662,5.0,3.0,1.0,0.0,4.82129963899,5.0,0.05933709747208126,397.0,98.49999999999997,0.0,843299.9999999995,317300.0000000001,0.0,3445.0339904799994,2101.6765350399996,63.13595418430638,55.20201568465764,108.66968321242817,0.839995054616,0.040001437505599924,0.0400020598487,0.040000847407,0.0400006006227,0.456469298246,0.218185111989,0.0523465703971,0.00902527075812,0.852941176471,0.147058823529,0.430052246604,0.05,1.0,-0.315,-0.5,-0.125,0.0,0.0,0.5,0.0,False,False,False,False,False,False,False,False,False,False,True,False,False
13061,7.0,64.11793506950995,0.999999966667,0.999999958333,0.999999958333,2.0000000000000004,1.0,0.0,0.0,4.68926382707805,10.0,54.901699437494734,3499.9999999999977,835.6000000000004,3199.9999999999986,764032.0133212074,110170.00000000009,2457.142857140001,11649.99999999999,4562.378042979998,63.13595418430638,55.20201568465764,108.66968321242817,0.0200369846307,0.832910229884,0.0200127593486,0.107037401624,0.0200026245126,0.456469298246,0.483333333333,0.07832746765329882,0.0,1.0,0.0,0.445833333333,0.17500000000000002,0.7,0.0,-0.5,0.0,0.5,0.0,0.5,0.0,False,True,False,False,False,False,False,False,True,False,False,False,False
25050,9.0,409.00000000000017,0.410281279912,0.999999998158,0.635359114852,2.0000000000000004,2.0000000000000004,3.0,0.0,4.16316793893,7.0,0.0,1200.0,263.857142857,1200.0,843299.9999999995,232328.57142899992,1200.0,3483.3051090799972,2348.2646566900003,3699.999999999998,6383.9264929789215,3699.999999999998,0.0285716434694,0.171803388677,0.0285719095783,0.0285715605463,0.742481497729,0.55173604819,0.115560589282,0.0486641221374,0.0248091603053,0.662337662338,0.337662337662,0.367095322978,0.1,1.0,-0.328464590965,-0.8,-0.0714285714286,0.0,0.0,0.5,0.0,False,False,False,True,False,False,False,False,False,False,False,True,False
33686,11.0,901.0000000000003,0.434285713789,0.999999998267,0.56845753801,6.999999999999998,6.999999999999998,18.764235376052365,0.0,4.50166481687,10.0,3.9999999999999996,1599.9999999999995,445.19999999999993,1499.9999999999998,764032.0133212074,128130.00000000003,1239.0000000000005,4417.46733668,2574.1588243399997,2590.8886396405437,6400.000000000005,4324.999999999999,0.0200300495014,0.02000066850960014,0.324470798899,0.020000208074,0.615498275016,0.41132322319,0.156416104992,0.0554938956715,0.0166481687014,0.769230769231,0.230769230769,0.319816017316,0.0625,1.0,-0.253703703704,-0.5,-0.025,0.75,0.34090909091,0.25,0.375,False,False,False,True,False,False,True,False,False,False,False,False,False
18326,10.0,305.9999999999999,0.53898304902,0.999999994444,0.649999996389,9.000000000000002,3.0,1.0,3.9999999999999996,4.75163398693,4.0,3.9999999999999996,658.9999999999999,202.99999999999994,5100.000000000004,843299.9999999995,394150.0000000002,1443.7000000000003,3271.833011440003,2553.4801986400007,919.0000000000003,919.0000000000003,919.0000000000003,0.799756555071,0.0500467392286,0.0500952848528,0.0501006877228,0.050000733125,0.396727272727,0.111151515152,0.0359477124183,0.00980392156863,0.785714285714,0.21428571428600002,0.367768595041,0.1,0.8,-0.355555555556,-0.5,-0.166666666667,0.454545454545,0.136363636364,0.0454545454545,0.136363636364,False,False,False,False,False,False,False,False,False,False,True,False,False
23191,10.0,225.00000000000009,0.622222219457,0.999999992,0.775999993792,5.0,3.9999999999999996,1.0,0.0,4.48444444444,6.0,0.0,110.79322767551866,80.59999999999997,0.0,843299.9999999995,193749.99999999997,0.0,3578.5366045299984,2621.3693904500005,2999.9999999999995,5496.363840845396,3100.0000000000005,0.033400488022650054,0.0333422144694,0.0333982725443,0.033400488022650054,0.866458536941,0.603463203463,0.0294372294372,0.0391644908616,0.0177777777778,0.6,0.4,0.377857142857,0.1,1.0,-0.245833333333,-0.5,-0.05,0.0,0.0,0.5,0.0,False,False,False,True,False,False,False,False,False,False,False,True,False
3433,12.0,315.9999999999999,0.5398693023210683,0.99999999435,0.683615815347,22.0,5.0,1.0000000000000004,3.9999999999999996,4.5253164557,9.0,3.9999999999999996,611.0,222.11111111099996,20099.999999999996,843299.9999999995,176044.44444399988,2307.82102273,9371.739130430007,3514.964133559999,2000.0,2999.9999999999995,2500.0000000000005,0.0222397853962,0.0222364317038,0.0222252232687,0.133303006971,0.799995552661,0.582575757576,0.221212121212,0.0253164556962,0.00632911392405,0.8,0.20000000000000004,0.5375,0.1,1.0,-0.333333333333,-0.5,-0.1,0.875,-0.204545454546,0.5,0.5,False,False,False,True,False,False,False,False,True,False,False,False,False
36717,11.0,409.00000000000017,0.525959366759,0.99999999661,0.667796607906,5.0,3.0,8.000000000000002,0.0,4.7268722467,10.0,0.0,870.0000000000001,333.09999999999985,999.9999999999999,823880.2667241599,194030.00000000003,928.5,13973.713349011385,5892.753014980001,2000.0,2000.0,2000.0,0.020003120772,0.400461710641,0.107903456901,0.451630544938,0.0200011667476,0.481172299922,0.1190758415435,0.0391644908616,0.00440528634361,0.714285714286,0.1,0.372886604137,0.05,1.0,-0.375,-0.7,-0.05,0.5,0.34090909091,0.5,0.375,False,True,False,False,False,False,False,False,False,False,False,True,False
