n_tokens_title,n_tokens_content,n_unique_tokens,n_non_stop_words,n_non_stop_unique_tokens,num_hrefs,num_self_hrefs,num_imgs,num_videos,average_token_length,num_keywords,kw_min_min,kw_max_min,kw_avg_min,kw_min_max,kw_max_max,kw_avg_max,kw_min_avg,kw_max_avg,kw_avg_avg,self_reference_min_shares,self_reference_max_shares,self_reference_avg_sharess,LDA_00,LDA_01,LDA_02,LDA_03,LDA_04,global_subjectivity,global_sentiment_polarity,global_rate_positive_words,global_rate_negative_words,rate_positive_words,rate_negative_words,avg_positive_polarity,min_positive_polarity,max_positive_polarity,avg_negative_polarity,min_negative_polarity,max_negative_polarity,title_subjectivity,title_sentiment_polarity,abs_title_subjectivity,abs_title_sentiment_polarity,data_channel_Entertainment,data_channel_Lifestyle,data_channel_Social Media,data_channel_Tech,data_channel_World,data_channel_unknown,weekday_Monday,weekday_Saturday,weekday_Sunday,weekday_Thursday,weekday_Tuesday,weekday_Wednesday,weekday_unknown,is_weekend,kw_skew,kw_avg_gap,token_density
11.0,6.329720905522696,0.456171734425,0.999999997006,0.604790417351,2.8903717578961645,1.6094379124341003,5.999999999999999,0.0,4.5375,6.0,0.0,6.480044561926653,5.200704537681037,17800.00000000001,843299.9999999995,13.035674130343464,2430.1379310299994,3600.1594430699975,2771.6669372491783,7.550135342488429,11.962343327041292,10.848142750901696,0.0403372959714,0.0400016340346,0.0400105371478,0.0400003817607,0.839650151086,0.456469298246,0.230705009276,0.0678571428571,0.0154052635175,0.826086956522,0.173913043478,0.378189792663,0.1,1.0,-0.308333333333,-0.6,-0.05,0.5,0.34090909091,0.5,0.5,False,False,False,True,False,False,False,True,False,False,False,False,False,1,1.2988070780123284,7.065631734086534,0.4236171858441869
11.0,4.875197323201151,0.716666660694,0.999999988506,0.724137922711,2.3978952727983707,1.0986122886681098,6.999999999999998,1.0,4.92307692308,7.0,0.0,6.664409020350408,5.632235323365176,27499.99999999998,843299.9999999995,12.63120358352916,3413.4010557299994,8493.429012349992,3639.563812928942,8.665785595466064,8.665785595466064,8.665785595466064,0.0285765120023,0.0286553373558,0.028594623540450004,0.885578903561,0.028594623540450004,0.6125,-0.252083333333,0.0307692307692,0.0307692307692,0.714285714286,0.5,0.275,0.1,0.7,-0.453125,-1.0,-0.125,0.0,0.0,0.5,0.0,False,True,False,False,False,False,False,False,False,False,False,True,False,0,2.3332729348633423,8.53326887376714,0.3409382801289629
8.0,6.583409222158765,0.564179103636,0.999999997854,0.697424891207,2.0794415416798357,1.6094379124341003,18.764235376052365,0.0,4.81163434903,8.0,0.0,6.762729506931879,5.821565510312585,0.0,843299.9999999995,12.545446026901212,0.0,13973.713349011385,6225.267902161508,8.31898612539206,9.15915233520675,8.824824939175638,0.0255360014371,0.0250580873421,0.025002010369799987,0.899402367114,0.025001533737,0.507980728948,0.0405259391146,0.0360110803324,0.0332409972299,0.52,0.48,0.433016983017,0.136363636364,1.0,-0.364409722222,-1.0,-0.05,0.0,-0.2,0.5,0.0,False,True,False,False,False,False,False,False,False,False,False,False,False,0,2.2444767184142416,9.545004786114283,0.5489822595896598
12.0,5.420534999272286,0.668181815145,0.999999993151,0.760273967395,1.6094379124341003,1.3862943611198906,3.0,0.0,4.83555555556,6.0,0.0,5.41610040220442,4.720862147984164,27700.00000000002,843299.9999999995,12.878041302683704,1834.5578313300002,5045.963392860001,2997.06455128,10.145600697435277,10.188704088048116,10.188704088048116,0.865179001393,0.0334923311206,0.0333680534196,0.0333333754839,0.0346272385825,0.555303030303,0.150757575758,0.04,0.0222222222222,0.642857142857,0.357142857143,0.359595959596,0.1,0.5,-0.315,-0.4,-0.125,0.0,0.0,0.5,0.0,False,False,False,False,False,False,False,False,False,False,False,False,True,0,1.6834071803775001,8.074775331582265,0.3485167174211642
9.0,6.016157159698354,0.571428569728,0.999999995392,0.691244236446,2.1972245773362196,1.791759469228055,1.0,1.0000000000000004,5.14792899408,6.0,3.9999999999999996,6.089044875446846,4.910200896776942,2300.0000000000005,843299.9999999995,12.584398344526868,1214.18181818,3404.9866730640097,2564.3108913,6.762729506931879,7.95954917055334,7.1853870155804165,0.19309939694056666,0.0342085749623,0.19309939694056666,0.386493234216,0.19309939694056666,0.25717270469650005,0.0700378787879,0.0295857988166,0.00295857988166,0.909090909091,0.0909090909091,0.188575757576,0.0333333333333,0.5,-0.125,-0.125,-0.125,0.0,0.0,0.5,0.0,False,False,False,False,False,False,False,False,False,False,False,True,False,0,1.3277091227480766,7.692480618048287,0.47101294219915385
9.0,4.59511985013459,0.776595736419,0.999999999746,0.89230767858,1.0986122886681098,9.999950000333332e-06,0.0,0.0,4.85714285714,6.0,3.9999999999999996,5.940171252720432,5.642616039418714,0.0,810650.9262663649,11.949141760152978,0.0,4498.009900989999,3182.743370149999,4.161005114388181,4.028952622531513,4.697472968215271,0.0333335107363,0.866598206062,0.0333335958986,0.0334012712175,0.03333341608560003,0.475,0.15,0.0612244897959,0.0204081632653,0.75,0.2916666666669999,0.233333333333,0.1,0.5,-0.253703703704,-0.1,-0.05,0.6,0.2,0.1,0.2,True,False,False,False,False,False,False,False,False,False,True,False,False,0,1.4131195193593862,8.411612629547797,0.3781021230038792
11.0,4.9344739331306915,0.588235289792,0.999999989011,0.648351641227,2.4849066497880004,1.3862943611198906,5.0,0.0,4.689263970935292,8.0,54.901699437494734,6.887552571664617,6.240554280367055,0.0,764032.0133212074,11.226385091382035,0.0,7712.8,2579.9157613600005,6.906754778648554,8.594339400592892,8.070906088787819,0.025064997962399915,0.89944246395,0.0250987186414,0.0251894231435,0.0252043963027,0.422222222222,-0.144444444444,0.0391644908616,0.036231884058,0.38406488928066823,0.625,0.4,0.17500000000000002,0.5,-0.253703703704,-0.4,-0.2375,0.45,-0.204545454546,0.05,0.0,True,False,False,False,False,False,False,False,False,False,False,True,False,0,2.9887841034901705,8.950766211545885,0.34444477211561025
10.0,5.44673737166631,0.671171168148,0.999999993711,0.723270435703,2.995732273553991,1.3862943611198906,1.0,0.0,5.02164502165,4.0,0.05933709747208126,7.244941546337007,5.625656183450231,5799.999999999996,843299.9999999995,12.787053265254416,2616.8571428600003,5739.533094430002,3591.048055590001,8.665785595466064,8.665785595466064,8.665785595466064,0.429584143344,0.0290289660749,0.0286185403539,0.484195858917,0.0285724913105,0.496825396825,0.17224025974,0.034632034632,0.004329004329,0.8888888888890001,0.111111111111,0.388920454545,0.1,0.7,-0.7,-0.7,-0.2375,0.0,0.0,0.5,0.0,False,False,False,False,False,False,False,False,True,False,False,False,False,1,1.5981225767557579,8.046765776888604,0.40223184867289385
11.0,7.315883504509785,0.393754242774,0.999999998894,0.549778760454,1.6094379124341003,1.3862943611198906,16.0,0.0,4.44710578842,7.0,0.0,6.812345094177479,5.377590547442544,0.0,843299.9999999995,12.270264008199591,0.0,5543.401069519998,2742.166200990001,6.523562306149512,6.706862336602747,6.649416235763835,0.0285837653763,0.885197230802,0.0285725212316,0.028746879901999978,0.0288996026881,0.467931050431,0.0912261812262,0.0445775116434,0.0312707917498,0.587719298246,0.412280701754,0.52118062286,0.05,1.0,-0.386123775751,-1.0,-0.05,0.325,0.175,0.5,0.175,False,False,False,False,False,True,False,False,False,False,False,False,False,0,2.021168483163375,8.620543881240124,0.4760210871691685
9.0,6.289715570908998,0.5125746068906968,0.999999996711,0.651315787331,2.3978952727983707,2.0794415416798357,1.0,0.0,4.689264007042625,9.0,3.9999999999999996,5.840641657373398,5.232059078918379,0.0,764032.0133212074,11.506246543882517,0.0,3416.0927853900002,2075.4063884699995,7.00397413672268,10.485731104959568,9.733647773244229,0.022360999986,0.23587352508,0.0222661365239,0.022250606817099894,0.697248731593,0.548090702948,0.197510204082,0.0390334572491,0.0111524163569,0.777777777778,0.222222222222,0.378503401361,0.1,1.0,-0.150925925926,-0.25,-0.0833333333333,0.642857142857,0.214285714286,0.142857142857,0.214285714286,False,False,False,False,False,True,False,False,False,False,False,True,False,0,1.6456763013081874,8.136545405796964,0.48794886911811886
9.0,6.561030665896573,0.496350364239,0.999999997821,0.612200434396,3.1354942159291497,1.3862943611198906,0.0,4.656854249492379,4.89093484419,4.0,0.0,6.198478716492308,4.812184355372417,1499.9999999999998,843299.9999999995,13.089635619321948,3185.146266829998,9751.260273969996,4933.321041000003,7.758605833250997,9.093918908958932,8.284251797621916,0.050003424744,0.052299643458,0.0502150152243,0.797481884359,0.0500000322149,0.452591036415,0.215346744759,0.0538243626062,0.0154052635175,0.826086956522,0.173913043478,0.374920255183,0.0333333333333,0.7,-0.271056547619,-0.5,-0.1,0.0,0.0,0.5,0.0,True,False,False,False,False,False,False,False,False,False,False,True,False,0,1.9764138151808575,8.78982974665243,0.5044672923051252
8.0,5.840641657373398,0.602373885453,0.99999999505,0.78217821395,2.0794415416798357,9.999950000333332e-06,2.0000000000000004,0.0,4.86297376093,4.0,0.0,6.741700694652055,5.586864689562563,144400.0000000001,843299.9999999995,13.029427576530031,3386.9940790900023,5887.072164950001,3177.286202276507,4.161005114388181,6.815227044614546,4.697472968215271,0.799999870764,0.0500000699457,0.0500000309736,0.05000001415834998,0.05000001415834998,0.574364613881,0.209970674487,0.0524781341108,0.0154052635175,0.75,0.25,0.399116161616,0.1,0.9,-0.253703703704,-0.25,-0.1,0.25,0.25,0.25,0.25,False,False,False,False,False,False,False,True,False,False,False,False,False,1,1.8525934387949579,7.824477152245485,0.5001448978357435
12.0,6.456769655572163,0.457547169092,0.999999997006,0.700598800298,0.6931471805599453,9.999950000333332e-06,1.0,0.0,4.75786163522,5.0,3.9999999999999996,5.41610040220442,4.848116364598481,5299.999999999997,843299.9999999995,12.677765472278146,0.0,3286.7056904199985,2133.621712530001,4.161005114388181,4.028952622531513,4.697472968215271,0.839877693348,0.0400040158225,0.0400028399534,0.0401129703059,0.0400024805704,0.437199762603,0.1190758415435,0.064465408805,0.0154052635175,0.8913043478260001,0.2916666666669999,0.282475451378,0.0333333333333,0.8,-0.178333333333,-0.5,-0.125,0.0,0.0,0.5,0.0,False,False,False,False,False,False,False,False,False,False,False,True,False,0,1.5401818838071017,8.097945241956896,0.4032457063171441
13.0,4.574710978503383,0.739583325629,0.999999981132,0.886792436098,1.3862943611198906,1.3862943611198906,0.0,2.0000000000000004,4.68926393398858,7.0,0.0,6.236369590203704,4.548735879667356,0.0,843299.9999999995,13.177854036235132,2379.9429569299996,6800.476848209998,4949.089469589998,7.650168700845001,7.650168700845001,7.650168700845001,0.171459636572,0.0299705560509,0.197786016814,0.570925659534,0.0298581310295,0.25717270469650005,0.0597222222222,0.03125,0.0208333333333,0.6,0.4,0.325,0.17500000000000002,1.0,-0.21875,-0.25,-0.1875,0.0,0.0,0.5,0.0,False,True,False,False,False,False,False,True,False,False,False,False,False,1,1.3740108921250156,8.39424194909554,0.28274370116378983
12.0,6.905753276311464,0.432318992201,0.9727208179263265,0.575042157546,3.332204510175204,1.6094379124341003,3.0,1.0,4.56268806419,10.0,0.0,5.765191102784844,5.2108401182314585,4200.000000000004,843299.9999999995,12.864760360188546,1381.6201117299993,3479.4788608200015,2365.8010738999997,7.438971592395862,8.03947991910045,7.741099090035366,0.799999516129,0.0500002104501,0.0500001069442,0.0500000914174,0.0500000750597,0.381476050831,0.0434750733138,0.025075225677,0.0140421263791,0.641025641026,0.35897435897400004,0.272818181818,0.1,0.75,-0.235714285714,-0.7,-0.05,0.0,0.0,0.5,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,0,1.4705413560949974,7.6491490231732255,0.42605944184723665
9.0,6.003887067106539,0.6049945091983157,0.999999995726,0.760683757433,2.0794415416798357,1.9459101490553132,1.0,0.0,5.06188118812,10.0,0.0,7.0909098220799835,5.8188952817567055,2100.0000000000005,843299.9999999995,12.207177035467046,1400.55769231,5389.4545454499985,2513.769698509999,6.90875477931522,8.909370405197466,7.75548161898598,0.0200002523127,0.14679848316,0.792796093022,0.0200001965019,0.0204049750026,0.53912037037,-0.0200231481481,0.0391644908616,0.0154052635175,0.714285714286,0.588235294118,0.259523809524,0.1,0.4,-0.322222222222,-0.666666666667,-0.1,0.0,0.0,0.5,0.0,False,False,False,False,True,False,False,False,False,False,True,False,False,0,2.143518171323538,8.291520658206398,0.4702465414343395
14.0,6.502790045915623,0.453968253248,0.999999997375,0.601049867189,2.8903717578961645,1.3862943611198906,5.999999999999999,1.0,4.32132132132,10.0,3.9999999999999996,6.401917196727186,5.428868984388835,7699.999999999995,843299.9999999995,12.266749030712745,2073.0414814799997,4576.5012722599995,2971.052144809999,6.380122536899765,6.380122536899765,6.380122536899765,0.0201169677284,0.0200008163335,0.0200057509513,0.119715281884,0.820161183102,0.499868083823,0.17991481984,0.05705705705710001,0.0165165165165,0.7755102040819999,0.224489795918,0.413417065391,0.1,1.0,-0.241414141414,-0.7,-0.1,0.552272727273,0.243181818182,0.0522727272727,0.243181818182,False,False,False,True,False,False,False,False,False,False,True,False,False,0,1.540182018762203,7.825828337879413,0.36013249518953466
10.0,4.176200011570977,0.0,0.0,0.0,0.5208126786472498,9.999950000333332e-06,0.0,1.0,0.0,10.0,0.0,8.366602832783736,6.5345339921308785,4299.999999999997,843299.9999999995,13.261456027529912,3109.6190476199977,6995.505727929999,4825.837388190002,4.161005114388181,4.028952622531513,4.697472968215271,0.0285992948461,0.0303736847293,0.0285741378305,0.883874267274,0.0285786153204,0.25717270469650005,0.0,0.0020220082537569075,0.0,0.714285714286,0.0,0.0,0.0,0.0,0.0,0.0,-0.1,1.0,-0.204545454546,0.5,0.5,False,True,False,False,False,False,False,False,False,False,False,False,False,0,1.4495010221493279,8.265363776918118,0.3218331392131621
7.0,5.293304824724492,0.761421315932,0.999999992308,0.884615377811,1.791759469228055,1.3862943611198906,1.0000000000000004,1.0,4.76767676768,10.0,3.9999999999999996,6.396929655216146,5.857647399373643,3299.999999999998,764032.0133212074,11.966806063891925,0.0,3371.42425458,2510.8788862800006,4.161005114388181,4.028952622531513,7.744693494152986,0.0200009621739,0.020001045264600004,0.918766416005,0.0212236346236,0.0200079419329,0.597727272727,0.300568181818,0.06565656565659998,0.00505050505051,0.928571428571,0.0714285714286,0.445979020979,0.1,1.0,-0.1875,-0.1875,-0.1875,0.9,0.34090909091,0.4,0.0,False,False,False,False,True,False,False,False,False,False,True,False,False,0,1.342590310783031,8.123387128105447,0.507818970163991
10.0,5.659482215759621,0.5371024716,0.999999994048,0.672619043615,2.0794415416798357,1.0986122886681098,3.0,0.0,4.58391608392,7.0,0.0,6.272877006546167,5.459585514144159,0.0,823880.2667241599,12.684747056804783,1612.5882352899998,3578.3767083500015,2732.8820659000003,7.853507007921262,8.891853897774558,8.366602832783736,0.031004970668800036,0.029052795115,0.313113679764,0.0285720486562,0.598256505796,0.443997371676,0.234717068646,0.0559440559441,0.0034965034965,0.941176470588,0.0588235294118,0.424296536797,0.1,1.0,-0.05,-0.05,-0.05,0.0,0.0,0.5,0.0,False,False,False,False,False,True,False,False,False,False,False,False,True,0,1.3092652214211964,7.584157274762018,0.4150842839711317
10.0,5.030437921392435,0.723684205765,0.999999989474,0.852631569972,1.6094379124341003,1.3862943611198906,1.0,0.0,4.97368421053,7.0,54.901699437494734,8.376368028636431,7.144362763626876,0.0,764032.0133212074,11.226385091382035,0.0,5299.999999999997,2238.057748609999,4.161005114388181,4.028952622531513,4.697472968215271,0.599883007709,0.028572965116899995,0.0285720944537,0.0285718006354,0.314400132085,0.452121212121,0.0169696969697,0.0328947368421,0.0154052635175,0.714285714286,0.37499999999999994,0.357272727273,0.136363636364,0.5,-0.538888888889,-0.7,-0.2375,0.0,0.0,0.5,0.0,False,False,False,False,False,False,False,False,False,False,False,True,False,0,2.3675137469280743,8.575650760987806,0.37659401231409456
12.0,4.176200011570977,0.0,0.0,0.0,0.5208126786472498,9.999950000333332e-06,1.0,1.0,0.0,6.0,0.0,6.688354713946762,4.968180022059691,10999.999999999993,843299.9999999995,13.258439113772098,3417.645152780001,6765.440592039995,5181.635943079999,4.161005114388181,6.815227044614546,4.697472968215271,0.03333514679939997,0.0333588566411,0.365901760256,0.534012705622,0.0333915306815,0.25717270469650005,0.0,0.0020220082537569075,0.0,0.714285714286,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.55,-0.2,0.05,0.0,False,True,False,False,False,False,False,False,False,False,False,False,True,0,1.3055982836445874,8.116355989788035,0.27857534787544824
9.0,6.318968113746434,0.49816176379,0.999999996942,0.663608560662,1.791759469228055,1.3862943611198906,1.0,0.0,4.82129963899,5.0,0.05933709747208126,5.986452005284438,4.600157644164547,0.0,843299.9999999995,12.667606129157875,0.0,3445.0339904799994,2101.6765350399996,4.161005114388181,4.028952622531513,4.697472968215271,0.839995054616,0.040001437505599924,0.0400020598487,0.040000847407,0.0400006006227,0.456469298246,0.218185111989,0.0523465703971,0.00902527075812,0.852941176471,0.147058823529,0.430052246604,0.05,1.0,-0.315,-0.5,-0.125,0.0,0.0,0.5,0.0,False,False,False,False,False,False,False,False,False,False,True,False,False,0,1.638879748289218,8.144979280788503,0.4897430262185599
7.0,4.176200011570977,0.999999966667,0.999999958333,0.999999958333,1.0986122886681098,0.6931471805599453,0.0,0.0,4.68926382707805,10.0,54.901699437494734,8.160803920954665,6.7293460590080985,3199.9999999999986,764032.0133212074,11.6097889831741,2457.142857140001,11649.99999999999,4562.378042979998,4.161005114388181,4.028952622531513,4.697472968215271,0.0200369846307,0.832910229884,0.0200127593486,0.107037401624,0.0200026245126,0.456469298246,0.483333333333,0.07832746765329882,0.0,1.0,0.0,0.445833333333,0.17500000000000002,0.7,0.0,-0.5,0.0,0.5,0.0,0.5,0.0,False,True,False,False,False,False,False,False,True,False,False,False,False,1,2.5531524870973876,9.126290838161923,0.42004168601047215
9.0,6.016157159698354,0.410281279912,0.999999998158,0.635359114852,1.0986122886681098,1.0986122886681098,3.0,0.0,4.16316793893,7.0,0.0,7.0909098220799835,5.579190597069948,1200.0,843299.9999999995,12.355912209102716,1200.0,3483.3051090799972,2348.2646566900003,8.216358332386156,8.761695255946012,8.216358332386156,0.0285716434694,0.171803388677,0.0285719095783,0.0285715605463,0.742481497729,0.55173604819,0.115560589282,0.0486641221374,0.0248091603053,0.662337662338,0.337662337662,0.367095322978,0.1,1.0,-0.328464590965,-0.8,-0.0714285714286,0.0,0.0,0.5,0.0,False,False,False,True,False,False,False,False,False,False,False,True,False,0,1.4831471197413806,7.733817147265722,0.47101294219915385
11.0,6.804614520062624,0.434285713789,0.999999998267,0.56845753801,2.0794415416798357,2.0794415416798357,18.764235376052365,0.0,4.50166481687,10.0,3.9999999999999996,7.3783837129967145,6.100767281998432,1499.9999999999998,764032.0133212074,11.760808457046647,1239.0000000000005,4417.46733668,2574.1588243399997,7.860142093447583,8.764209507142004,8.372398606513004,0.0200300495014,0.02000066850960014,0.324470798899,0.020000208074,0.615498275016,0.41132322319,0.156416104992,0.0554938956715,0.0166481687014,0.769230769231,0.230769230769,0.319816017316,0.0625,1.0,-0.253703703704,-0.5,-0.025,0.75,0.34090909091,0.25,0.375,False,False,False,True,False,False,True,False,False,False,False,False,False,0,1.7158038156393833,8.06446895755515,0.44919564312401655
